Order_Date,Ship_Date,Ship_Mode,Segment,City,State,Region,Category,Sub_Category,Product_Name,Sales
2015-10-09,2015-10-15,Standard Class,Corporate,Jacksonville,North Carolina,South,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",88.768
2016-12-10,2016-12-15,Standard Class,Consumer,Chicago,Illinois,Central,Office Supplies,Appliances,3M Replacement Filter For Office Air Cleaner For 20 X 33 Room,53.088
2016-12-25,2016-12-27,Second Class,Consumer,Columbus,Georgia,South,Furniture,Furnishings,Tenex B1-Re Series Chair Mats For Low Pile Carpets,275.88
2016-12-25,2016-12-27,Second Class,Consumer,Columbus,Georgia,South,Office Supplies,Binders,Tuf-Vin Binders,157.9
2018-04-29,2018-05-04,Standard Class,Consumer,Orange,New Jersey,East,Office Supplies,Labels,Color-Coded Legal Exhibit Labels,4.91
2017-03-28,2017-03-31,Second Class,Consumer,Los Angeles,California,West,Office Supplies,Storage,Rogers Deluxe File Chest,87.92
2017-03-28,2017-03-31,Second Class,Consumer,Los Angeles,California,West,Office Supplies,Paper,Xerox 1983,5.98
2016-05-13,2016-05-18,Second Class,Home Office,Chicago,Illinois,Central,Technology,Phones,Toshiba Ipt2010-Sd Ip Telephone,222.384
2016-05-13,2016-05-18,Second Class,Home Office,Chicago,Illinois,Central,Office Supplies,Fasteners,Advantus Plastic Paper Clips,16.0
2015-07-04,2015-07-09,Standard Class,Consumer,Richmond,Virginia,South,Office Supplies,Paper,Southworth Structures Collection,21.84
2015-07-04,2015-07-09,Standard Class,Consumer,Richmond,Virginia,South,Office Supplies,Binders,Zipper Ring Binder Pockets,15.6
2015-04-22,2015-04-24,Second Class,Corporate,Troy,New York,East,Office Supplies,Envelopes,Staple Envelope,247.84
2015-04-22,2015-04-24,Second Class,Corporate,Troy,New York,East,Office Supplies,Binders,"Accohide 3-Ring Binder, Blue, 1",9.912
2017-09-19,2017-09-22,First Class,Consumer,Providence,Rhode Island,East,Office Supplies,Storage,Home/Office Personal File Carts,69.52
2015-07-22,2015-07-24,Second Class,Consumer,San Francisco,California,West,Office Supplies,Art,Newell 32,11.52
2015-07-22,2015-07-24,Second Class,Consumer,San Francisco,California,West,Furniture,Chairs,Global Comet Stacking Armless Chair,500.558
2015-07-22,2015-07-24,Second Class,Consumer,San Francisco,California,West,Office Supplies,Storage,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,236.5
2015-07-22,2015-07-24,Second Class,Consumer,San Francisco,California,West,Furniture,Tables,Safco Drafting Table,170.352
2018-10-08,2018-10-14,Standard Class,Consumer,New York City,New York,East,Furniture,Chairs,Office Star - Ergonomically Designed Knee Chair,145.764
2018-04-25,2018-04-27,Second Class,Consumer,San Francisco,California,West,Technology,Accessories,Sony 64Gb Class 10 Micro Sdhc R40 Memory Card,107.97
2018-03-26,2018-03-30,Standard Class,Corporate,Houston,Texas,Central,Technology,Accessories,Sony 64Gb Class 10 Micro Sdhc R40 Memory Card,143.96
2018-03-26,2018-03-30,Standard Class,Corporate,Houston,Texas,Central,Technology,Copiers,Canon Pc1080F Personal Copier,500.558
2018-03-26,2018-03-30,Standard Class,Corporate,Houston,Texas,Central,Office Supplies,Paper,Xerox 1951,74.352
2018-03-26,2018-03-30,Standard Class,Corporate,Houston,Texas,Central,Office Supplies,Appliances,Belkin 5 Outlet Surgemaster Power Centers,87.168
2018-03-26,2018-03-30,Standard Class,Corporate,Houston,Texas,Central,Office Supplies,Storage,"Neat Ideas Personal Hanging Folder Files, Black",32.232
2018-05-04,2018-05-10,Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Binders,"Black Avery Memo-Size 3-Ring Binder, 5 1/2 X 8 1/2",2.202
2018-05-04,2018-05-10,Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Binders,"Avery 3 1/2 Diskette Storage Pages, 10/Pack",9.396
2017-11-14,2017-11-18,Standard Class,Consumer,Baltimore,Maryland,East,Technology,Phones,"Bluelounge Milo Smartphone Stand, White/Metallic",89.97
2015-01-06,2015-01-07,First Class,Corporate,Athens,Georgia,South,Office Supplies,Art,"Dixon Prang Watercolor Pencils, 10-Color Set With Brush",12.78
2017-12-27,2017-12-30,Second Class,Consumer,Lancaster,Ohio,East,Technology,Accessories,Micro Innovations Usb Rf Wireless Keyboard With Mouse,40.0
2018-04-30,2018-05-04,Standard Class,Home Office,Los Angeles,California,West,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,23.24
2018-04-21,2018-04-23,First Class,Consumer,Baltimore,Maryland,East,Furniture,Chairs,"Global Fabric Managers Chair, Dark Gray",500.558
2018-08-17,2018-08-24,Standard Class,Home Office,Houston,Texas,Central,Office Supplies,Supplies,Acco Side-Punched Conventional Columnar Pads,5.552
2018-08-17,2018-08-24,Standard Class,Home Office,Houston,Texas,Central,Office Supplies,Art,Avery Fluorescent Highlighter Four-Color Set,8.016
2018-08-17,2018-08-24,Standard Class,Home Office,Houston,Texas,Central,Furniture,Chairs,Safco Optional Arm Kit For Workspace Cribbage Stacking Chair,74.592
2018-08-17,2018-08-24,Standard Class,Home Office,Houston,Texas,Central,Furniture,Furnishings,36X48 Hardfloor Chairmat,16.784
2018-08-17,2018-08-24,Standard Class,Home Office,Houston,Texas,Central,Office Supplies,Appliances,Belkin Premiere Surge Master Ii 8-Outlet Surge Protector,38.864
2017-11-12,2017-11-15,First Class,Home Office,San Diego,California,West,Technology,Phones,Panasonic Kx Ts3282W Corded Phone,203.976
2017-11-12,2017-11-15,First Class,Home Office,San Diego,California,West,Furniture,Tables,Global Adaptabilities Conference Tables,500.558
2017-10-01,2017-10-06,Second Class,Consumer,Hialeah,Florida,South,Office Supplies,Binders,Avery Non-Stick Binders,5.388
2017-10-01,2017-10-06,Second Class,Consumer,Hialeah,Florida,South,Office Supplies,Art,Staples In Misc. Colors,30.976
2017-02-12,2017-02-14,First Class,Consumer,Atlanta,Georgia,South,Office Supplies,Storage,Tennsco Double-Tier Lockers,500.558
2017-02-12,2017-02-14,First Class,Consumer,Atlanta,Georgia,South,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels",15.92
2017-11-13,2017-11-17,Standard Class,Home Office,Seattle,Washington,West,Furniture,Furnishings,Dax Solid Wood Frames,19.54
2015-04-26,2015-04-30,Standard Class,Home Office,Los Angeles,California,West,Office Supplies,Art,Newell 347,21.4
2015-04-26,2015-04-30,Standard Class,Home Office,Los Angeles,California,West,Office Supplies,Labels,Avery 495,12.6
2016-08-11,2016-08-15,Standard Class,Home Office,New York City,New York,East,Office Supplies,Art,Newell 330,11.96
2016-08-11,2016-08-15,Standard Class,Home Office,New York City,New York,East,Technology,Phones,At&T 841000 Phone,138.0
2017-11-27,2017-12-03,Standard Class,Consumer,Fort Lauderdale,Florida,South,Technology,Phones,Wi-Ex Zboost Yx540 Cellular Phone Signal Booster,116.76
2017-11-27,2017-12-03,Standard Class,Consumer,Fort Lauderdale,Florida,South,Furniture,Tables,Ki Adjustable-Height Table,331.023
2017-10-28,2017-10-28,Same Day,Corporate,Rochester,New York,East,Furniture,Furnishings,"Tenex Chairmat W/ Average Lip, 45 X 53",500.558
2015-12-29,2016-01-02,Standard Class,Home Office,Saint Charles,Illinois,Central,Furniture,Furnishings,"Master Caster Door Stop, Large Brown",8.736
2016-09-10,2016-09-17,Standard Class,Consumer,New York City,New York,East,Office Supplies,Art,Manco Dry-Lighter Erasable Highlighter,6.08
2018-10-02,2018-10-06,Standard Class,Consumer,San Francisco,California,West,Furniture,Furnishings,Dax Clear Box Frame,17.46
2018-10-02,2018-10-06,Standard Class,Consumer,San Francisco,California,West,Technology,Machines,Ricoh - Ink Collector Unit For Gx3000 Series Printers,369.16
2017-09-11,2017-09-13,First Class,Corporate,Phoenix,Arizona,West,Office Supplies,Art,"Crayola Anti Dust Chalk, 12/Pack",2.912
2017-09-11,2017-09-13,First Class,Corporate,Phoenix,Arizona,West,Office Supplies,Paper,Xerox 1976,20.736
2017-09-11,2017-09-13,First Class,Corporate,Phoenix,Arizona,West,Office Supplies,Paper,Great White Multi-Use Recycled Paper (20Lb. And 84 Bright),9.568
2017-06-02,2017-06-06,Standard Class,Corporate,Seattle,Washington,West,Office Supplies,Paper,Riverleaf Stik-Withit Designer Note Cubes,30.18
2017-06-02,2017-06-06,Standard Class,Corporate,Seattle,Washington,West,Office Supplies,Binders,"Acco Presstex Data Binder With Storage Hooks, Dark Blue, 14 7/8 X 11",51.648
2017-06-02,2017-06-06,Standard Class,Corporate,Seattle,Washington,West,Office Supplies,Binders,Acco Translucent Poly Ring Binders,11.232
2018-10-15,2018-10-19,Standard Class,Consumer,Camarillo,California,West,Office Supplies,Labels,Avery 478,14.73
2016-09-27,2016-09-30,Second Class,Corporate,Detroit,Michigan,Central,Office Supplies,Art,Newell 321,16.4
2016-09-27,2016-09-30,Second Class,Corporate,Detroit,Michigan,Central,Office Supplies,Paper,Xerox 1996,25.92
2016-05-03,2016-05-06,First Class,Consumer,San Francisco,California,West,Office Supplies,Art,Newell 317,8.82
2016-05-03,2016-05-06,First Class,Consumer,San Francisco,California,West,Office Supplies,Binders,Ibico Recycled Linen-Style Covers,62.496
2016-05-03,2016-05-06,First Class,Consumer,San Francisco,California,West,Technology,Accessories,Logitech Gaming G510S - Keyboard,339.96
2016-05-03,2016-05-06,First Class,Consumer,San Francisco,California,West,Office Supplies,Binders,Gbc Linen Binding Covers,49.568
2018-01-09,2018-01-13,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,274.491
2018-01-27,2018-01-31,Standard Class,Consumer,New York City,New York,East,Technology,Phones,Jensen Smps-640 - Speaker Phone,137.94
2018-09-02,2018-09-06,Standard Class,Consumer,Chicago,Illinois,Central,Technology,Accessories,Kingston Digital Datatraveler 32Gb Usb 2.0,40.68
2017-07-14,2017-07-18,Standard Class,Consumer,San Francisco,California,West,Technology,Phones,Panasonic Kx-Ts550,110.376
2017-07-14,2017-07-18,Standard Class,Consumer,San Francisco,California,West,Office Supplies,Appliances,Holmes 99% Hepa Air Purifier,151.62
2017-07-14,2017-07-18,Standard Class,Consumer,San Francisco,California,West,Furniture,Furnishings,Deflect-O Glasstique Clear Desk Accessories,30.8
2018-02-24,2018-02-28,Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Paper,Xerox 1988,123.92
2018-02-24,2018-02-28,Standard Class,Corporate,Philadelphia,Pennsylvania,East,Technology,Accessories,Plantronics Cs510 - Over-The-Head Monaural Wireless Headset System,500.558
2015-07-20,2015-07-22,First Class,Consumer,San Francisco,California,West,Office Supplies,Binders,Clear Mylar Reinforcing Strips,89.712
2015-07-20,2015-07-22,First Class,Consumer,San Francisco,California,West,Office Supplies,Paper,"Wirebound Message Books, Two 4 1/4 X 5 Forms Per Page",22.83
2018-03-13,2018-03-15,First Class,Consumer,Fairfield,Connecticut,East,Office Supplies,Binders,Gbc Velobind Cover Sets,30.88
2018-03-13,2018-03-15,First Class,Consumer,Fairfield,Connecticut,East,Office Supplies,Appliances,Hoover Commercial Lightweight Upright Vacuum With E-Z Empty Dirt Cup,465.16
2018-03-13,2018-03-15,First Class,Consumer,Fairfield,Connecticut,East,Office Supplies,Paper,Strathmore Photo Mount Cards,27.12
2017-03-08,2017-03-12,Standard Class,Consumer,New York City,New York,East,Furniture,Furnishings,Coloredge Poster Frame,113.6
2017-03-08,2017-03-12,Standard Class,Consumer,New York City,New York,East,Office Supplies,Paper,Xerox 1993,12.96
2017-03-08,2017-03-12,Standard Class,Consumer,New York City,New York,East,Office Supplies,Binders,Satellite Sectional Post Binders,69.456
2015-12-07,2015-12-10,First Class,Consumer,Los Angeles,California,West,Office Supplies,Art,Newell 32,8.64
2017-07-10,2017-07-10,Same Day,Corporate,Philadelphia,Pennsylvania,East,Technology,Machines,"Brother Mfc-9340Cdw Led All-In-One Printer, Copier Scanner",341.991
2017-12-24,2017-12-30,Standard Class,Consumer,San Jose,California,West,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Smoke",43.96
2017-12-24,2017-12-30,Standard Class,Consumer,San Jose,California,West,Office Supplies,Envelopes,Staple Envelope,39.76
2018-04-23,2018-04-25,Second Class,Consumer,Pasadena,California,West,Furniture,Furnishings,"Dax Two-Tone Rosewood/Black Document Frame, Desktop, 5 X 7",66.36
2018-04-23,2018-04-25,Second Class,Consumer,Pasadena,California,West,Office Supplies,Binders,Gbc Durable Plastic Covers,92.88
2018-04-23,2018-04-25,Second Class,Consumer,Pasadena,California,West,Furniture,Furnishings,Eldon 500 Class Desk Accessories,24.14
2018-08-17,2018-08-22,Second Class,Consumer,Philadelphia,Pennsylvania,East,Furniture,Chairs,Hon 5400 Series Task Chairs For Big And Tall,500.558
2018-05-22,2018-05-25,First Class,Consumer,Los Angeles,California,West,Office Supplies,Art,Sanford Major Accent Highlighters,49.56
2018-02-09,2018-02-13,Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Storage,Sensible Storage Wiretech Storage Systems,354.9
2015-03-03,2015-03-08,Standard Class,Corporate,Columbus,Ohio,East,Office Supplies,Labels,Avery 495,15.12
2015-03-03,2015-03-08,Standard Class,Corporate,Columbus,Ohio,East,Furniture,Bookcases,Osullivan 4-Shelf Bookcase In Odessa Pine,302.45
2015-03-03,2015-03-08,Standard Class,Corporate,Columbus,Ohio,East,Office Supplies,Storage,Eldon Shelf Savers Cubes And Bins,44.672
2016-06-04,2016-06-09,Second Class,Consumer,Los Angeles,California,West,Technology,Accessories,Logitech Wireless Anywhere Mouse Mx For Pc And Mac,119.98
2016-06-04,2016-06-09,Second Class,Consumer,Los Angeles,California,West,Technology,Accessories,Logitech Z-906 Speaker Sys - Home Theater - 5.1-Ch,500.558
2017-08-27,2017-09-02,Standard Class,Corporate,Hollywood,Florida,South,Office Supplies,Labels,Avery 484,9.216
2017-09-12,2017-09-18,Standard Class,Corporate,Roseville,Michigan,Central,Office Supplies,Paper,Xerox 1991,68.52
2017-05-30,2017-06-04,Standard Class,Home Office,Superior,Wisconsin,Central,Office Supplies,Appliances,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",364.74
2017-05-30,2017-06-04,Standard Class,Home Office,Superior,Wisconsin,Central,Furniture,Furnishings,"Dax Charcoal/Nickel-Tone Document Frame, 5 X 7",47.4
2017-05-30,2017-06-04,Standard Class,Home Office,Superior,Wisconsin,Central,Office Supplies,Storage,Eldon Simplefile Box Office,49.76
2017-05-30,2017-06-04,Standard Class,Home Office,Superior,Wisconsin,Central,Office Supplies,Art,Newell 333,5.56
2017-05-30,2017-06-04,Standard Class,Home Office,Superior,Wisconsin,Central,Office Supplies,Paper,Xerox 1915,500.558
2017-05-30,2017-06-04,Standard Class,Home Office,Superior,Wisconsin,Central,Office Supplies,Art,Newell 343,14.7
2017-05-30,2017-06-04,Standard Class,Home Office,Superior,Wisconsin,Central,Office Supplies,Paper,Xerox 217,45.36
2017-05-30,2017-06-04,Standard Class,Home Office,Superior,Wisconsin,Central,Technology,Phones,Vtech Ds6151,125.99
2018-06-10,2018-06-13,Second Class,Corporate,Thousand Oaks,California,West,Office Supplies,Art,"Sanford Earthwrite Recycled Pencils, Medium Soft, #2",14.7
2018-10-22,2018-10-28,Standard Class,Corporate,Philadelphia,Pennsylvania,East,Technology,Phones,"Lf Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen And Wiper For Apple Iphone 5C Mini Lite",32.7
2018-10-22,2018-10-28,Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Envelopes,#6 3/4 Gummed Flap White Envelopes,31.68
2018-06-13,2018-06-17,Standard Class,Consumer,Springfield,Virginia,South,Office Supplies,Art,Boston 1799 Powerhouse Electric Pencil Sharpener,181.86
2015-11-23,2015-11-26,Second Class,Corporate,Houston,Texas,Central,Furniture,Chairs,Office Star Flex Back Scooter Chair With White Frame,155.372
2018-08-16,2018-08-16,Same Day,Consumer,Columbia,Tennessee,South,Office Supplies,Binders,Recycled Easel Ring Binders,13.428
2018-08-16,2018-08-16,Same Day,Consumer,Columbia,Tennessee,South,Office Supplies,Storage,Acco Perma 3000 Stacking Storage Drawers,67.136
2017-01-14,2017-01-20,Standard Class,Consumer,Concord,North Carolina,South,Office Supplies,Paper,Xerox 1882,89.568
2017-01-14,2017-01-20,Standard Class,Consumer,Concord,North Carolina,South,Furniture,Furnishings,Electrix Fluorescent Magnifier Lamps & Weighted Base,315.776
2017-09-16,2017-09-22,Standard Class,Corporate,San Jose,California,West,Furniture,Bookcases,"Sauder Forest Hills Library With Doors, Woodland Oak Finish",273.666
2017-09-16,2017-09-22,Standard Class,Corporate,San Jose,California,West,Office Supplies,Appliances,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",17.48
2017-10-10,2017-10-14,Standard Class,Corporate,Greensboro,North Carolina,South,Office Supplies,Supplies,Martin-Yale Premier Letter Opener,20.608
2017-10-10,2017-10-14,Standard Class,Corporate,Greensboro,North Carolina,South,Office Supplies,Binders,Presstex Flexible Ring Binders,4.095
2016-11-13,2016-11-17,Standard Class,Home Office,Helena,Montana,West,Technology,Phones,Panasonic Kx Ts3282W Corded Phone,339.96
2016-11-13,2016-11-17,Standard Class,Home Office,Helena,Montana,West,Furniture,Furnishings,"Eldon Stackable Tray, Side-Load, Legal, Smoke",63.98
2015-11-02,2015-11-06,Standard Class,Home Office,Fort Lauderdale,Florida,South,Technology,Accessories,Razer Kraken 7.1 Surround Sound Over Ear Usb Gaming Headset,500.558
2017-07-19,2017-07-21,First Class,Home Office,San Francisco,California,West,Technology,Phones,Griffin Gc36547 Powerjolt Se Lightning Charger,35.984
2017-07-19,2017-07-21,First Class,Home Office,San Francisco,California,West,Technology,Accessories,Logitech G35 7.1-Channel Surround Sound Headset,389.97
2017-05-14,2017-05-14,Same Day,Corporate,Yuma,Arizona,West,Technology,Accessories,Imation 16Gb Mini Traveldrive Usb 2.0 Flash Drive,185.528
2016-02-21,2016-02-27,Standard Class,Consumer,Columbia,Maryland,East,Office Supplies,Binders,Fellowes Pb500 Electric Punch Plastic Comb Binding Machine With Manual Bind,500.558
2018-10-16,2018-10-21,Standard Class,Home Office,Yuma,Arizona,West,Technology,Machines,Swingline Sm12-08 Microcut Jam Free Shredder,500.558
2018-06-22,2018-06-29,Standard Class,Consumer,Chicago,Illinois,Central,Office Supplies,Binders,Wilson Jones Standard D-Ring Binders,3.036
2018-09-09,2018-09-13,Standard Class,Consumer,Cleveland,Ohio,East,Office Supplies,Art,"Bic Brite Liner Highlighters, Chisel Tip",25.92
2018-09-09,2018-09-13,Standard Class,Consumer,Cleveland,Ohio,East,Furniture,Furnishings,"Deflect-O Economat Studded, No Bevel Mat For Low Pile Carpeting",66.112
2018-10-14,2018-10-19,Standard Class,Consumer,San Francisco,California,West,Technology,Accessories,"Verbatim 25 Gb 6X Blu-Ray Single Layer Recordable Disc, 10/Pack",46.36
2017-06-20,2017-06-25,Standard Class,Corporate,Oklahoma City,Oklahoma,Central,Technology,Accessories,Imation 30456 Usb Flash Drive 8Gb,6.9
2017-06-20,2017-06-25,Standard Class,Corporate,Oklahoma City,Oklahoma,Central,Furniture,Furnishings,Executive Impressions 13 Clairmont Wall Clock,57.69
2015-09-02,2015-09-07,Standard Class,Corporate,Houston,Texas,Central,Technology,Machines,Epson Tm-T88V Direct Thermal Printer - Monochrome - Desktop,500.558
2017-01-30,2017-01-31,First Class,Consumer,San Francisco,California,West,Office Supplies,Storage,"File Shuttle Ii And Handi-File, Black",305.01
2017-01-30,2017-01-31,First Class,Consumer,San Francisco,California,West,Office Supplies,Binders,Gbc Wire Binding Strips,50.784
2017-01-30,2017-01-31,First Class,Consumer,San Francisco,California,West,Office Supplies,Labels,Avery 512,26.01
2018-12-04,2018-12-09,Standard Class,Consumer,Nashville,Tennessee,South,Technology,Machines,Okidata C610N Printer,500.558
2017-01-23,2017-01-29,Standard Class,Consumer,Los Angeles,California,West,Furniture,Furnishings,"Dax Cubicle Frames, 8-1/2 X 11",59.99
2016-05-26,2016-05-31,Standard Class,Consumer,Bellevue,Washington,West,Furniture,Furnishings,"Dax Metal Frame, Desktop, Stepped-Edge",20.24
2015-05-04,2015-05-05,First Class,Consumer,Houston,Texas,Central,Office Supplies,Art,Boston Home & Office Model 2000 Electric Pencil Sharpeners,37.84
2015-05-04,2015-05-05,First Class,Consumer,Houston,Texas,Central,Office Supplies,Fasteners,Oic Thumb-Tacks,5.472
2016-02-10,2016-02-14,Second Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Storage,Eldon Profile File N Store Portable File Tub Letter/Legal Size Black,77.24
2015-11-18,2015-11-21,First Class,Consumer,Des Plaines,Illinois,Central,Furniture,Tables,Bpi Conference Tables,292.1
2015-11-18,2015-11-21,First Class,Consumer,Des Plaines,Illinois,Central,Furniture,Furnishings,Dana Swing-Arm Lamps,8.544
2015-11-18,2015-11-21,First Class,Consumer,Des Plaines,Illinois,Central,Furniture,Bookcases,Hon 4-Shelf Metal Bookcases,424.116
2015-11-18,2015-11-21,First Class,Consumer,Des Plaines,Illinois,Central,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool For Ring Binders,2.892
2015-11-18,2015-11-21,First Class,Consumer,Des Plaines,Illinois,Central,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,381.72
2018-09-04,2018-09-08,Standard Class,Consumer,Boynton Beach,Florida,South,Furniture,Chairs,"Global Value Steno Chair, Gray",97.184
2018-09-04,2018-09-08,Standard Class,Consumer,Boynton Beach,Florida,South,Office Supplies,Paper,Xerox 213,10.368
2015-03-29,2015-04-02,Standard Class,Consumer,Plano,Texas,Central,Furniture,Tables,Bush Advantage Collection Racetrack Conference Table,500.558
2017-11-05,2017-11-07,Second Class,Consumer,San Jose,California,West,Technology,Accessories,Keytronic E03601U1 - Keyboard - Beige,72.0
2017-11-05,2017-11-07,Second Class,Consumer,San Jose,California,West,Furniture,Chairs,Harbour Creations 67200 Series Stacking Chairs,113.888
2017-11-05,2017-11-07,Second Class,Consumer,San Jose,California,West,Office Supplies,Envelopes,"Strathmore #10 Envelopes, Ultimate White",158.13
2018-06-10,2018-06-14,Second Class,Corporate,New York City,New York,East,Office Supplies,Fasteners,Plymouth Boxed Rubber Bands By Plymouth,14.13
2016-08-10,2016-08-14,Standard Class,Consumer,Detroit,Michigan,Central,Office Supplies,Binders,Gbc Binding Covers,64.75
2016-10-09,2016-10-13,Standard Class,Consumer,Miami,Florida,South,Office Supplies,Binders,Zipper Ring Binder Pockets,1.872
2016-10-09,2016-10-13,Standard Class,Consumer,Miami,Florida,South,Office Supplies,Binders,Clear Mylar Reinforcing Strips,11.214
2016-10-09,2016-10-13,Standard Class,Consumer,Miami,Florida,South,Office Supplies,Art,Avery Hi-Liter Smear-Safe Highlighters,37.376
2017-05-28,2017-06-02,Standard Class,Home Office,Park Ridge,Illinois,Central,Technology,Phones,Wilson Electronics Db Pro Signal Booster,286.4
2018-05-11,2018-05-16,Second Class,Consumer,New York City,New York,East,Office Supplies,Art,Panasonic Kp-4Abk Battery-Operated Pencil Sharpener,43.92
2017-10-16,2017-10-20,Standard Class,Corporate,New York City,New York,East,Furniture,Tables,Chromcraft Rectangular Conference Tables,142.182
2018-11-17,2018-11-21,Standard Class,Corporate,Hillsboro,Oregon,West,Office Supplies,Paper,"Wirebound Message Forms, Four 2 3/4 X 5 Forms Per Page, Pink Paper",19.608
2018-11-17,2018-11-21,Standard Class,Corporate,Hillsboro,Oregon,West,Office Supplies,Binders,Avery Reinforcements For Hole-Punch Pages,4.158
2018-11-26,2018-11-29,Second Class,Consumer,New York City,New York,East,Technology,Phones,Plantronics Calisto P620-M Usb Wireless Speakerphone System,500.558
2018-11-26,2018-11-29,Second Class,Consumer,New York City,New York,East,Furniture,Furnishings,"Dataproducts Ampli Magnifier Task Lamp, Black,",135.3
2018-09-03,2018-09-07,Standard Class,Corporate,Chicago,Illinois,Central,Office Supplies,Paper,"While You Were Out Message Book, One Form Per Page",8.904
2018-09-03,2018-09-07,Standard Class,Corporate,Chicago,Illinois,Central,Technology,Accessories,Hypercom P1300 Pinpad,100.8
2018-12-05,2018-12-08,First Class,Consumer,New York City,New York,East,Furniture,Furnishings,Magnifier Swing Arm Lamp,41.96
2018-12-05,2018-12-08,First Class,Consumer,New York City,New York,East,Office Supplies,Labels,Self-Adhesive Removable Labels,9.45
2018-11-10,2018-11-17,Standard Class,Consumer,Pasco,Washington,West,Office Supplies,Appliances,"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",400.8
2018-11-10,2018-11-17,Standard Class,Consumer,Pasco,Washington,West,Office Supplies,Binders,Gbc Velobinder Manual Binding System,28.792
2015-03-18,2015-03-24,Standard Class,Home Office,Burbank,California,West,Furniture,Furnishings,Eldon Cleatmat Chair Mats For Medium Pile Carpets,111.0
2015-03-18,2015-03-24,Standard Class,Home Office,Burbank,California,West,Technology,Machines,Swingline Sm12-08 Microcut Jam Free Shredder,500.558
2015-03-18,2015-03-24,Standard Class,Home Office,Burbank,California,West,Office Supplies,Storage,Tennsco 6- And 18-Compartment Lockers,500.558
2017-11-12,2017-11-13,First Class,Corporate,Chicago,Illinois,Central,Furniture,Furnishings,"Dax Charcoal/Nickel-Tone Document Frame, 5 X 7",22.752
2018-10-26,2018-10-30,Standard Class,Corporate,Lancaster,Pennsylvania,East,Technology,Phones,Cisco Small Business Spa 502G Voip Phone,61.542
2018-10-26,2018-10-30,Standard Class,Corporate,Lancaster,Pennsylvania,East,Office Supplies,Binders,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2 X 11",81.438
2016-04-11,2016-04-17,Standard Class,Consumer,Tampa,Florida,South,Furniture,Furnishings,Executive Impressions Supervisor Wall Clock,67.36
2016-04-11,2016-04-17,Standard Class,Consumer,Tampa,Florida,South,Furniture,Furnishings,Executive Impressions 14 Two-Color Numerals Wall Clock,54.528
2016-12-25,2016-12-30,Standard Class,Consumer,New York City,New York,East,Technology,Accessories,Plantronics Savi W720 Multi-Device Wireless Headset System,500.558
2016-12-25,2016-12-30,Standard Class,Consumer,New York City,New York,East,Furniture,Bookcases,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",449.568
2018-09-21,2018-09-23,First Class,Corporate,Los Angeles,California,West,Office Supplies,Storage,"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost",15.51
2015-12-20,2015-12-23,Second Class,Corporate,New York City,New York,East,Furniture,Chairs,Harbour Creations 67200 Series Stacking Chairs,192.186
2016-07-18,2016-07-21,First Class,Corporate,New York City,New York,East,Office Supplies,Art,Newell 32,5.76
2015-07-26,2015-08-01,Standard Class,Consumer,Atlanta,Georgia,South,Furniture,Chairs,"Metal Folding Chairs, Beige, 4/Carton",67.88
2015-07-26,2015-08-01,Standard Class,Consumer,Atlanta,Georgia,South,Office Supplies,Labels,Avery 485,162.89
2015-07-26,2015-08-01,Standard Class,Consumer,Atlanta,Georgia,South,Furniture,Furnishings,"Dax Cubicle Frames, 8-1/2 X 11",25.71
2015-12-26,2016-01-01,Standard Class,Consumer,New York City,New York,East,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,191.88
2018-12-11,2018-12-17,Standard Class,Corporate,Jacksonville,Florida,South,Furniture,Tables,Boxoffice By Design Rectangular And Half-Moon Meeting Room Tables,500.558
2018-12-11,2018-12-17,Standard Class,Corporate,Jacksonville,Florida,South,Technology,Phones,Motorola Hk250 Universal Bluetooth Headset,73.568
2018-12-11,2018-12-17,Standard Class,Corporate,Jacksonville,Florida,South,Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners,13.584
